,point,bounds_respected,source,FP_GLD,FP_SLACK,GLD_PARAMS,FAILURE_SLACK,constraint_values,constraints_respected,experiment
11,[0.91373347 0.52770025 0.88281639 0.61237412],True,local,0.009247303819161057,0.01013,[0.08613872 0.04982399 0.4650097  0.16840225],0.0,[0.05516653 0.07441465],False,model1_4_dof_slack_0.0
12,[0.53158809 0.87206747 0.72023064 0.71564392],True,local,0.007046894234117968,0.00754,[0.08131541 0.03921296 0.43525348 0.12701607],0.0,[0.02131659 0.01532182],False,model1_4_dof_slack_0.0
13,[0.46214247 0.89344338 0.88330752 0.54064018],True,local,0.007098785385446293,0.00768,[0.08192522 0.04138472 0.45354545 0.1325787 ],0.0,[0.00589102 0.03562733],False,model1_4_dof_slack_0.0
14,[0.63810209 0.91648775 0.75571403 0.68327826],True,local,0.01032782576806606,0.01065,[0.08072446 0.04233846 0.4434571  0.13185798],0.0,[0.1167471  0.01880953],False,model1_4_dof_slack_0.0
15,[0.41534367 0.91370042 0.71673661 0.69649385],True,local,0.006167811734368399,0.00641,[0.0814694  0.03738475 0.4237702  0.12251022],0.0,[ 0.00367266 -0.00059266],False,model1_4_dof_slack_0.0
16,[0.34688608 0.93980876 0.82939015 0.58164137],True,local,0.00642430223451906,0.00686,[0.08152921 0.03886224 0.43872129 0.12506982],0.0,[0.00178363 0.01301269],False,model1_4_dof_slack_0.0
17,[0.35487098 0.86593703 0.74887761 0.72549674],True,local,0.0055924753024850565,0.00579,[0.08167649 0.03715207 0.42599844 0.12300414],0.0,[-0.06416863  0.04267118],False,model1_4_dof_slack_0.0
18,[0.38663309 0.92379922 0.6588871  0.75598881],True,local,0.006269264641734245,0.00635,[0.0815091  0.03616454 0.40644761 0.11974477],0.0,[0.00144402 0.00282167],False,model1_4_dof_slack_0.0
19,[0.36836017 0.8982404  0.63257154 0.72734726],True,local,0.004597853334870201,0.00459,[0.08212479 0.03477879 0.40539386 0.11900295],0.0,[-0.02916272 -0.03605976],True,model1_4_dof_slack_0.0
20,[0.34300455 0.94162294 0.64450696 0.76447863],True,local,0.006256606709378105,0.0063,[0.08161983 0.03548986 0.39685182 0.11807741],0.0,[ 2.15062753e-03 -9.16071960e-05],False,model1_4_dof_slack_0.0
21,[0.31717806 0.94876061 0.59466486 0.80687923],True,local,0.0063484890951824345,0.00625,[0.081896   0.03454807 0.37874697 0.1168753 ],0.0,[0.00037424 0.00233747],False,model1_4_dof_slack_0.0
22,[0.22329311 0.97995954 0.58163485 0.81339547],True,local,0.0064945295688452025,0.00621,[0.08223219 0.03370999 0.36074733 0.11540592],0.0,[ 5.07736393e-03 -4.43567239e-05],False,model1_4_dof_slack_0.0
23,[0.3372905  0.99425327 0.59008982 0.80464835],True,local,0.007649886043366115,0.00743,[0.08155332 0.03519281 0.37553078 0.11684035],0.0,[ 0.04990687 -0.00216987],False,model1_4_dof_slack_0.0
24,[0.27293131 0.96316065 0.57866445 0.81575902],True,local,0.006360999094510152,0.00604,[0.08213235 0.0339602  0.36716123 0.11608811],0.0,[0.00108438 0.00015765],False,model1_4_dof_slack_0.0
25,[0.2226355  0.97627672 0.53947858 0.84337727],True,local,0.006469521642764704,0.00599,[0.08261371 0.03315613 0.3460073  0.1163846 ],0.0,[0.0013405  0.00116051],False,model1_4_dof_slack_0.0
26,[0.16124841 0.98890364 0.51131881 0.86008693],True,local,0.006525164901139406,0.00599,[0.08312584 0.03253901 0.32676581 0.11763653],0.0,[0.0019638  0.00059805],False,model1_4_dof_slack_0.0
27,[0.09719735 0.99737827 0.48633803 0.87428563],True,local,0.00655878243768295,0.00595,[0.08363078 0.0320804  0.30940953 0.11962779],0.0,[0.00210316 0.00044992],False,model1_4_dof_slack_0.0
28,[0.04802388 1.         0.49732394 0.86775132],True,local,0.006541161836890929,0.00592,[0.08356776 0.0320403  0.31135238 0.11833594],0.0,[0.00115248 0.00016172],False,model1_4_dof_slack_0.0
29,[0.02342321 1.         0.52205474 0.90357303],True,local,0.007763454224565191,0.00716,[0.08306765 0.03283877 0.31633016 0.1172777 ],0.0,[0.00027429 0.04354462],False,model1_4_dof_slack_0.0
30,[0.02459458 1.         0.50551369 0.86288485],True,local,0.0065213907717423,0.00581,[0.08347599 0.0320608  0.31441052 0.11733172],0.0,[3.02400904e-04 5.71780779e-05],False,model1_4_dof_slack_0.0
31,[0.04337282 1.         0.5430868  0.8357622 ],True,local,0.006420705234984991,0.00592,[0.08301139 0.03243792 0.33128835 0.11494855],0.0,[ 0.00094016 -0.00328453],False,model1_4_dof_slack_0.0
32,[0.02127779 1.         0.49094076 0.81517082],True,local,0.0053159910478870484,0.00484,[0.08388136 0.03124393 0.31362952 0.1171892 ],0.0,[ 0.00022635 -0.04840854],False,model1_4_dof_slack_0.0
33,[0.06988154 0.99543242 0.52286307 0.85160533],True,local,0.0064125268654973595,0.00586,[0.08323091 0.03227607 0.32393526 0.11648601],0.0,[-0.00211768 -0.00069152],True,model1_4_dof_slack_0.0
34,[0.00627284 1.         0.46191552 0.87911794],True,local,0.0063328576207547175,0.00571,[0.08413344 0.03157654 0.29518114 0.12125693],0.0,[ 1.96740766e-05 -6.91677102e-03],False,model1_4_dof_slack_0.0
35,[0.01210493 1.         0.47526483 0.88054554],True,local,0.006537132439755954,0.00587,[0.08390238 0.03179183 0.30055381 0.12005938],0.0,[7.32619313e-05 6.18368007e-04],False,model1_4_dof_slack_0.0
36,[1.00000000e-09 1.00000000e+00 4.90003074e-01 8.71909566e-01],False,local,0.006527625017230791,0.00586,[0.08368895 0.0318892  0.30732247 0.11832563],0.0,[0.         0.00016464],False,model1_4_dof_slack_0.0
37,[1.00000000e-09 9.99999014e-01 4.86440343e-01 8.73721830e-01],False,local,0.006523578075999703,0.00587,[0.08374015 0.03185706 0.30572707 0.11866804],0.0,[-9.86403841e-07  7.02131867e-06],True,model1_4_dof_slack_0.0
38,[1.00000000e-09 9.92927946e-01 4.86442145e-01 8.73721854e-01],False,local,0.006335992071997509,0.00564,[0.08377212 0.03175988 0.30650479 0.11852934],0.0,[-7.07205398e-03  7.91979526e-06],True,model1_4_dof_slack_0.0
39,[1.00000000e-09 9.99999615e-01 4.88036277e-01 8.80610443e-01],False,local,0.0067081960795308425,0.00611,[0.08368915 0.0319681  0.30564631 0.11871763],0.0,[-3.84943599e-07  6.80393305e-03],False,model1_4_dof_slack_0.0
40,[0.00240886 0.99999913 0.48694983 0.86709327],True,local,0.006375402976832783,0.00568,[0.08375673 0.0317846  0.30660744 0.11849382],0.0,[ 2.02656794e-06 -5.52985046e-03],True,model1_4_dof_slack_0.0
41,[0.00318271 0.99999915 0.49127957 0.87777796],True,local,0.00668239383133624,0.00607,[0.08364799 0.03198593 0.30720966 0.11843299],0.0,[4.21243980e-06 5.90743723e-03],False,model1_4_dof_slack_0.0
42,[1.00000000e-09 9.99997218e-01 4.80247945e-01 8.77135655e-01],False,local,0.006523261606877773,0.00586,[0.08382944 0.03180666 0.30290189 0.11929814],0.0,[-2.78170792e-06  2.52280800e-06],True,model1_4_dof_slack_0.0
43,[1.00000000e-09 9.99998377e-01 4.85962305e-01 8.72843490e-01],False,local,0.0064967309426610595,0.0058,[0.08375112 0.03183874 0.30562815 0.11868512],0.0,[-1.62276347e-06 -9.92932472e-04],True,model1_4_dof_slack_0.0
44,[6.78828258e-04 9.99999069e-01 4.85813636e-01 8.74104494e-01],True,local,0.006524176070475463,0.00586,[0.08374923 0.03185302 0.30543644 0.11874341],0.0,[-7.00683603e-07  3.67769711e-05],False,model1_4_dof_slack_0.0
45,[1.00000000e-09 9.98999014e-01 4.86440826e-01 8.73722200e-01],False,local,0.006496832379581556,0.00582,[0.08374466 0.03184329 0.30583714 0.11864812],0.0,[-1.00098622e-03  7.58027941e-06],True,model1_4_dof_slack_0.0
46,[3.40665072e-04 9.99999029e-01 4.86512396e-01 8.72784409e-01],True,local,0.006502419784391261,0.00581,[0.0837425  0.03184677 0.30585135 0.1186433 ],0.0,[-9.12584804e-07 -7.76833287e-04],True,model1_4_dof_slack_0.0
47,[4.50104008e-04 9.99999033e-01 4.87124713e-01 8.74295454e-01],True,local,0.006545860291642312,0.00591,[0.0837271  0.0318752  0.30593754 0.11863385],0.0,[-8.66152090e-07  8.41159478e-04],False,model1_4_dof_slack_0.0
48,[1.         0.30901699 0.96193291 0.51197827],True,local,0.008115324331781628,0.0099,[0.09156913 0.05405127 0.45190209 0.19892773],0.0,[0.0466573  0.08969568],False,model1_4_dof_slack_0.0
49,[0.75       0.6545085  0.73096645 0.50598914],True,local,0.0033131659545344145,0.00377,[0.08501064 0.04146171 0.47153136 0.14503661],0.0,[-0.00456975 -0.11099102],True,model1_4_dof_slack_0.0
50,[1.         0.19460145 1.         0.32037175],True,local,0.004633681665981426,0.00675,[0.09741226 0.05504755 0.43587235 0.22169555],0.0,[0.01875891 0.05006574],False,model1_4_dof_slack_0.0
51,[1.         0.10369016 1.         0.16249703],True,local,0.0024879571202933853,0.0045,[0.10191159 0.05485886 0.42164863 0.23521907],0.0,[0.00536145 0.01311662],False,model1_4_dof_slack_0.0
52,[1.         0.05237764 1.         0.07833503],True,local,0.001880552517207085,0.00387,[0.10369278 0.05461296 0.41542009 0.23915819],0.0,[0.00137077 0.0030635 ],False,model1_4_dof_slack_0.0
53,[1.         0.02767707 1.         0.03949722],True,local,0.0017432963764402098,0.00366,[0.10417843 0.05451682 0.41360627 0.239923  ],0.0,[0.00038294 0.00077971],False,model1_4_dof_slack_0.0
54,[0.99120589 0.11602049 1.         0.08232621],True,local,0.0020273215226255074,0.00399,[0.10278933 0.05442762 0.41959505 0.23616772],0.0,[-0.00202712  0.00338308],False,model1_4_dof_slack_0.0
55,[0.97063188 0.05541954 0.97063188 0.03717731],True,local,0.001327737915529079,0.00286,[0.10310215 0.0524128  0.42353883 0.22846834],0.0,[-0.02778728 -0.0286564 ],True,model1_4_dof_slack_0.0
56,[1.00000000e+00 1.00000000e-09 1.00000000e+00 8.11383079e-02],False,local,0.0018341256172644594,0.00381,[0.10385503 0.05458009 0.41482046 0.23940002],0.0,[0.         0.00328631],False,model1_4_dof_slack_0.0
57,[1.         0.05620798 0.96979724 0.06731413],True,local,0.0015973853309153273,0.00338,[0.10331137 0.05351997 0.41982522 0.23376997],0.0,[ 0.00157842 -0.02786941],False,model1_4_dof_slack_0.0
58,[1.         0.07005346 1.         0.01295968],True,local,0.0017953875861279295,0.00378,[0.10397128 0.05456965 0.41440813 0.2397566 ],0.0,[2.45074070e-03 8.39730992e-05],False,model1_4_dof_slack_0.0
59,[0.96979724 0.05620798 1.         0.06731413],True,local,0.001602136576366232,0.00337,[0.10329245 0.05348069 0.42000816 0.23333345],0.0,[-0.02857526  0.00226304],False,model1_4_dof_slack_0.0
60,[1.         0.01384226 1.         0.01983549],True,local,0.0017074173467873104,0.00363,[0.10431434 0.05448794 0.41308368 0.2401109 ],0.0,[9.57994716e-05 1.96704082e-04],False,model1_4_dof_slack_0.0
61,[1.         0.00691938 1.         0.00992715],True,local,0.001698368908947173,0.00362,[0.10434906 0.05448051 0.41294924 0.24015842],0.0,[2.39386399e-05 4.92729280e-05],False,model1_4_dof_slack_0.0
62,[1.         0.0034606  1.         0.00496496],True,local,0.0016961893881637135,0.00362,[0.10435777 0.05447867 0.41291563 0.24017088],0.0,[5.98785436e-06 1.23253540e-05],False,model1_4_dof_slack_0.0
63,[1.00000000e+00 4.45077792e-04 9.99952441e-01 1.20116679e-02],True,local,0.0016979241433174668,0.00362,[0.10434832 0.05447876 0.41295711 0.24014969],0.0,[9.90471157e-08 2.45815581e-05],False,model1_4_dof_slack_0.0
64,[1.         0.00774408 0.99754731 0.01002818],True,local,0.0016781618860724039,0.00358,[0.10430825 0.05439201 0.41335096 0.23969394],0.0,[ 2.99849140e-05 -2.40228318e-03],False,model1_4_dof_slack_0.0
65,[0.99719022 0.00843174 0.99719022 0.00804686],True,local,0.0016517333841746334,0.00353,[0.10425734 0.05427336 0.41387274 0.23905929],0.0,[-0.00277413 -0.00277731],True,model1_4_dof_slack_0.0
66,[1.00000000e+00 9.25989863e-03 1.00000000e+00 9.19209620e-04],True,local,0.0016971565912008806,0.00362,[0.10435384 0.05447971 0.41293102 0.2401678 ],0.0,[4.28719423e-05 4.22473073e-07],False,model1_4_dof_slack_0.0
67,[0.99859511 0.00594617 0.99859511 0.00650591],True,local,0.0016736792600338063,0.00358,[0.10430811 0.0543758  0.41339234 0.23961537],0.0,[-0.00138719 -0.0013837 ],True,model1_4_dof_slack_0.0
68,[1.         0.01048125 1.         0.00580782],True,local,0.0016982339308682795,0.00362,[0.10434935 0.05448063 0.41294833 0.24016106],0.0,[5.49268319e-05 1.68652345e-05],False,model1_4_dof_slack_0.0
69,[1.         0.00173036 1.         0.00248265],True,local,0.0016956018524399,0.00362,[0.10435994 0.05447823 0.41290735 0.24017431],0.0,[1.49706555e-06 3.08176825e-06],True,model1_4_dof_slack_0.0
70,[1.00000000e+00 8.65185343e-04 1.00000000e+00 1.24134551e-03],True,local,0.0016954484951568133,0.00362,[0.10436048 0.05447813 0.41290534 0.24017532],0.0,[3.74272769e-07 7.70469042e-07],True,model1_4_dof_slack_0.0
71,[1.00000000e+00 4.32593561e-04 1.00000000e+00 6.20675385e-04],True,local,0.0016954080813419768,0.00362,[0.1043606  0.0544781  0.41290487 0.24017565],0.0,[9.35685900e-08 1.92618948e-07],True,model1_4_dof_slack_0.0
72,[1.00000000e+00 2.14338769e-04 9.99999307e-01 1.42722830e-03],True,local,0.0016954306102812445,0.00362,[0.10436049 0.0544781  0.41290545 0.24017531],0.0,[2.29705538e-08 3.25414784e-07],True,model1_4_dof_slack_0.0
73,[1.         0.00103365 0.99979837 0.00139403],True,local,0.0016937637056654161,0.00361,[0.10435716 0.05447083 0.41293828 0.24013707],0.0,[ 5.34211310e-07 -2.00655156e-04],True,model1_4_dof_slack_0.0
74,[0.99975811 0.00112124 0.99975811 0.00126   ],True,local,0.0016914267177851599,0.00361,[0.10435242 0.05446029 0.41298554 0.24008028],0.0,[-0.00024127 -0.0002411 ],True,model1_4_dof_slack_0.0
75,[1.00000000e+00 1.25298760e-03 1.00000000e+00 4.88767986e-05],True,local,0.0016954323641248873,0.00362,[0.10436053 0.05447812 0.41290512 0.2401755 ],0.0,[7.84988652e-07 1.19447073e-09],True,model1_4_dof_slack_0.0
76,[1.00000000e+00 1.43202217e-03 1.00000000e+00 6.54475469e-04],True,local,0.0016954517536260521,0.00362,[0.10436048 0.05447813 0.41290537 0.2401753 ],0.0,[1.02534323e-06 2.14169047e-07],True,model1_4_dof_slack_0.0
77,[9.99879053e-01 7.76918615e-04 9.99879053e-01 9.40337185e-04],True,local,0.0016934086109297304,0.00361,[0.10435654 0.05446919 0.41294514 0.24012799],0.0,[-0.00012065 -0.00012051],True,model1_4_dof_slack_0.0
78,[0.5 0.5 0.5 0.5],True,local,0.05250794850669118,0.05192,[0.0873164  0.02906029 0.46357002 0.13231133],0.05,[-0.29289322 -0.29289322],True,model1_4_dof_slack_0.05
79,[1.  0.5 0.5 0.5],True,local,0.12826125550473752,0.12765,[0.08721378 0.04352012 0.47534061 0.15856529],0.05,[ 0.11803399 -0.29289322],False,model1_4_dof_slack_0.05
80,[0.5 1.  0.5 0.5],True,local,0.14230119694036578,0.14207,[0.08266405 0.03363389 0.40645649 0.11884723],0.05,[ 0.11803399 -0.29289322],False,model1_4_dof_slack_0.05
81,[0.5 0.5 1.  0.5],True,local,0.12707116654176157,0.12515,[0.08711285 0.0430943  0.4765295  0.15388732],0.05,[-0.29289322  0.11803399],False,model1_4_dof_slack_0.05
82,[0.5 0.5 0.5 1. ],True,local,0.14345960898540458,0.14311,[0.08265966 0.03374391 0.40518999 0.1202353 ],0.05,[-0.29289322  0.11803399],False,model1_4_dof_slack_0.05
83,[1.00000003e-09 5.00000001e-01 5.00000001e-01 5.00000001e-01],False,local,0.024861842868935693,0.02475,[0.08846197 0.02269326 0.42460606 0.12395265],0.05,[-0.5        -0.29289322],True,model1_4_dof_slack_0.05
84,[5.00000001e-01 1.00000003e-09 5.00000001e-01 5.00000001e-01],False,local,0.02489841860175413,0.02504,[0.09038752 0.02706504 0.48437359 0.13305197],0.05,[-0.5        -0.29289322],True,model1_4_dof_slack_0.05
85,[5.00000001e-01 5.00000001e-01 1.00000003e-09 5.00000001e-01],False,local,0.025197401455038963,0.02506,[0.08851505 0.0230394  0.42400135 0.13089184],0.05,[-0.29289322 -0.5       ],True,model1_4_dof_slack_0.05
86,[5.00000001e-01 5.00000001e-01 5.00000001e-01 1.00000003e-09],False,local,0.024504798155088117,0.02457,[0.09049715 0.02720893 0.48390215 0.13714269],0.05,[-0.29289322 -0.5       ],True,model1_4_dof_slack_0.05
87,[0.51197827 0.96193291 0.30901699 1.        ],True,local,0.1995709131067545,0.20073,[0.08182037 0.03545783 0.33577399 0.12285488],0.05,[0.08969568 0.0466573 ],False,model1_4_dof_slack_0.05
88,[0.8860532  0.63696717 0.24219471 1.        ],True,local,0.19446902919535097,0.19424,[0.08059677 0.04097129 0.43064058 0.13176113],0.05,[0.09124582 0.02891121],False,model1_4_dof_slack_0.05
89,[0.97034524 0.40869178 0.18487804 1.        ],True,local,0.18140884720965172,0.18056,[0.08155651 0.04195787 0.44774984 0.13709964],0.05,[0.05290021 0.01694636],False,model1_4_dof_slack_0.05
90,[1.         0.23627676 0.42413202 0.92426941],True,local,0.17061559834460718,0.16915,[0.08308707 0.04398092 0.4629879  0.14484873],0.05,[0.02753429 0.01693751],False,model1_4_dof_slack_0.05
91,[0.94205819 0.39087622 0.41782695 0.91251011],True,local,0.16902915767273843,0.16793,[0.08257086 0.04239626 0.45865186 0.13980203],0.05,[0.01993032 0.00362048],False,model1_4_dof_slack_0.05
92,[0.80678796 0.66836015 0.52608317 0.86025735],True,local,0.17870727292378144,0.1783,[0.08150183 0.04112582 0.44570216 0.13370631],0.05,[0.04766984 0.0083681 ],False,model1_4_dof_slack_0.05
93,[0.86473116 0.36169933 0.32675589 0.80155255],True,local,0.12579179373168076,0.12475,[0.08432558 0.03783746 0.46280616 0.13768478],0.05,[-0.06267061 -0.13440431],True,model1_4_dof_slack_0.05
94,[0.87861612 0.49527656 0.31402716 0.95419415],True,local,0.17086260747058538,0.17055,[0.08178038 0.0400905  0.44420439 0.13335225],0.05,[0.00859564 0.00453947],False,model1_4_dof_slack_0.05
95,[0.75888102 0.69352356 0.34631178 0.94034151],True,local,0.1766888545434357,0.1766,[0.08127948 0.03818443 0.42121735 0.12758186],0.05,[0.02804443 0.00208483],False,model1_4_dof_slack_0.05
96,[0.94109658 0.55017978 0.2813735  0.8784729 ],True,local,0.17048470319653958,0.16974,[0.08211967 0.04136041 0.45199772 0.13830329],0.05,[ 0.09011951 -0.07756535],False,model1_4_dof_slack_0.05
97,[0.81452559 0.5932451  0.31368135 0.95064613],True,local,0.17146450341042788,0.17127,[0.08154597 0.03875301 0.43248569 0.12991269],0.05,[0.00766646 0.00106146],False,model1_4_dof_slack_0.05
98,[0.71168411 0.72010463 0.33915313 0.93979434],True,local,0.17324849946243473,0.17319,[0.08145492 0.0370675  0.41151237 0.12561454],0.05,[ 0.01244503 -0.00088127],False,model1_4_dof_slack_0.05
99,[0.76324759 0.55243334 0.34332891 0.9916956 ],True,local,0.16906635250514826,0.16838,[0.08158056 0.03779548 0.42583739 0.12706863],0.05,[-0.05780603  0.04944505],False,model1_4_dof_slack_0.05
100,[0.75971496 0.65530764 0.31193865 0.95038066],True,local,0.17123264110179048,0.17068,[0.08150647 0.03763703 0.42093385 0.12731519],0.05,[0.00329204 0.00026452],False,model1_4_dof_slack_0.05
101,[0.68283272 0.7398044  0.33620004 0.94149562],True,local,0.1723583012040798,0.17251,[0.08154629 0.03648579 0.40454903 0.1244958 ],0.05,[ 0.00676267 -0.0002778 ],False,model1_4_dof_slack_0.05
102,[0.73686296 0.63408316 0.28033459 0.92739172],True,local,0.15826455722124094,0.15775,[0.08204914 0.03630451 0.4195251  0.12673708],0.05,[-0.02787425 -0.03116416],True,model1_4_dof_slack_0.05
103,[0.73152091 0.68312043 0.28294243 0.95990763],True,local,0.17126901326443678,0.1712,[0.08153973 0.03689702 0.41152131 0.12580359],0.05,[0.00088779 0.00073927],False,model1_4_dof_slack_0.05
104,[0.68413396 0.73239902 0.30008461 0.9542293 ],True,local,0.17165519424414874,0.17172,[0.08161363 0.03619102 0.40094974 0.12418631],0.05,[0.00222134 0.00030212],False,model1_4_dof_slack_0.05
105,[0.72091398 0.69670374 0.2391637  0.942984  ],True,local,0.16593917409828088,0.16572,[0.08179508 0.03615055 0.40761747 0.1254492 ],0.05,[ 0.00255327 -0.02715978],False,model1_4_dof_slack_0.05
106,[0.70748102 0.70762169 0.24787444 0.96949973],True,local,0.17147518258191985,0.17164,[0.08161503 0.03624471 0.40181478 0.12458064],0.05,[0.00062872 0.0006855 ],False,model1_4_dof_slack_0.05
107,[0.67503988 0.73919937 0.20500187 0.9797616 ],True,local,0.17177045151589526,0.17207,[0.08177837 0.03546045 0.38836159 0.12325604],0.05,[0.00104672 0.0009788 ],False,model1_4_dof_slack_0.05
108,[0.74677559 0.73026576 0.24204379 0.98972809],True,local,0.18448615056376494,0.1849,[0.08104807 0.03763581 0.40472494 0.12566954],0.05,[0.04449119 0.01889494],False,model1_4_dof_slack_0.05
109,[0.68167539 0.7325248  0.2139569  0.97746873],True,local,0.17159200711791134,0.17192,[0.08174288 0.03560907 0.39126006 0.12350093],0.05,[0.00063676 0.00061115],False,model1_4_dof_slack_0.05
110,[0.67443674 0.7384266  0.1874637  0.98265957],True,local,0.17145104765998107,0.17133,[0.08181593 0.03534865 0.38680558 0.12315956],0.05,[6.93783199e-05 3.81164065e-04],False,model1_4_dof_slack_0.05
111,[0.6834718  0.73013327 0.1478753  0.98983692],True,local,0.1715812011985551,0.17142,[0.0818172  0.03534724 0.38648607 0.12323282],0.05,[0.00011414 0.00082178],False,model1_4_dof_slack_0.05
112,[0.68827774 0.75970708 0.18056024 0.94014004],True,local,0.16781813459277226,0.16818,[0.08188771 0.03537015 0.39245678 0.12393729],0.05,[ 0.02512491 -0.04267806],False,model1_4_dof_slack_0.05
113,[0.68741924 0.72641766 0.14145353 0.99104433],True,local,0.1716421732383142,0.17156,[0.08180325 0.03539563 0.38725004 0.12331718],0.05,[0.00011391 0.00108839],False,model1_4_dof_slack_0.05
114,[0.69773352 0.77804923 0.19677053 1.        ],True,local,0.18498672194761348,0.18545,[0.08125596 0.0365543  0.38719502 0.12374388],0.05,[0.04508022 0.01917547],False,model1_4_dof_slack_0.05
115,[0.68860986 0.72531954 0.14208711 0.99092352],True,local,0.171640580215115,0.17144,[0.08179708 0.03541835 0.38765963 0.12335514],0.05,[0.00013598 0.00105852],False,model1_4_dof_slack_0.05
116,[0.63201323 0.76387601 0.19008898 0.97590083],True,local,0.16822855461785344,0.16832,[0.08214079 0.03448534 0.37539752 0.12222377],0.05,[-0.00856303 -0.00575845],True,model1_4_dof_slack_0.05
117,[0.68150834 0.73186688 0.13920362 0.99148721],True,local,0.17165020699526984,0.17178,[0.0818339  0.0352867  0.38526018 0.12313833],0.05,[4.13722318e-05 1.21152931e-03],False,model1_4_dof_slack_0.05
118,[0.68205568 0.73136832 0.16505898 0.98655328],True,local,0.1714401787950629,0.17126,[0.08180891 0.03538125 0.38735412 0.12327248],0.05,[4.97795791e-05 2.65882191e-04],False,model1_4_dof_slack_0.05
119,[0.69355397 0.72057725 0.13380575 0.9915109 ],True,local,0.17152231853250074,0.17141,[0.08178636 0.03546956 0.38873019 0.12347356],0.05,[0.00012433 0.0004988 ],False,model1_4_dof_slack_0.05
120,[0.69704113 0.73147948 0.17131642 0.9935367 ],True,local,0.17531845577550279,0.17544,[0.08160697 0.03588237 0.39022718 0.12367148],0.05,[0.0104101  0.00819864],False,model1_4_dof_slack_0.05
121,[0.68776685 0.72597424 0.14939844 0.98890571],True,local,0.17141617439562687,0.17116,[0.08180074 0.03541772 0.38800717 0.12337038],0.05,[3.09165290e-05 1.27189116e-04],False,model1_4_dof_slack_0.05
122,[0.69398345 0.72004748 0.12616519 0.99228859],True,local,0.1714597261918385,0.17148,[0.08179349 0.03544897 0.38844797 0.12345686],0.05,[4.06998222e-05 2.77109202e-04],False,model1_4_dof_slack_0.05
123,[0.6845073  0.71637323 0.15043704 0.98166918],True,local,0.16796991834139471,0.16755,[0.08192722 0.03517309 0.38898061 0.12335119],0.05,[-0.00917163 -0.00687077],True,model1_4_dof_slack_0.05
124,[0.69009417 0.72372868 0.13744121 0.99058374],True,local,0.17140491943037403,0.17126,[0.08180256 0.03541507 0.38795304 0.12338821],0.05,[6.57885561e-06 7.31151093e-05],False,model1_4_dof_slack_0.05
125,[0.69567001 0.71840039 0.12167547 0.99269579],True,local,0.17142587929380224,0.17154,[0.08179086 0.03546278 0.38873448 0.12349176],0.05,[2.79385967e-05 1.24916723e-04],False,model1_4_dof_slack_0.05
126,[0.69607429 0.72123639 0.1402173  0.99001809],True,local,0.17186231581112862,0.17183,[0.08175794 0.03555486 0.38970893 0.12358187],0.05,[ 0.00234791 -0.00010165],False,model1_4_dof_slack_0.05
